Kiyoshi ,"Japanese, Sushi, Asian Fusion, Bento Boxes",Gulshan,http://harriken.com/restaurants/kiyoshi-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/07/2018070104075722802OT4O.jpg,4.5,,"House 24 (1st Floor), Road 2, Gulshan 1, Dhaka 1212"
Classy Dine ,"Chinese, Indian, Thai, Set Menus",Gulshan,http://harriken.com/restaurants/classy-dine-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/04/20180411110415228029VTF.jpg,0.0,,"House 1/B, Road 5, Gulshan 1, Dhaka 1212"
Shack ,Burgers,Gulshan,http://harriken.com/restaurants/shack-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/20180129010107228023D1E.jpg,4.5,8801971234727,"House 1/A (Ground Floor), Road 23, Gulshan 1, Dhaka 1212"
Art Cafe ,"Burgers, Coffee",Gulshan,http://harriken.com/restaurants/art-cafe-gulshan-avenue-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/03/2018032512031325828DDWZ.jpg,0.0,,"60 Gulshan Avenue (Ground Floor), Dhaka 1212"
Bhai Bhai Biriyani House and Restora ,Biryani,Gulshan,http://harriken.com/restaurants/bhai-bhai-biriyani-house-and-restora-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,8801710758727,"Shop 3, Ground Floor, Gulshan Shopping Center, Bir Uttam A. K. Khandakar Road, Gulshan 1, Dhaka 1212"
Shack ,Burgers,Gulshan,http://harriken.com/restaurants/shack-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/20180129010107228023D1E.jpg,4.5,8801971234727,"House 1/A (Ground Floor), Road 23, Gulshan 1, Dhaka 1212"
Cafe Mario's ,"Grill, Mexican",Gulshan,http://harriken.com/restaurants/cafe-marios-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/20171223101247266120SWT.jpg,0.0,,"House 11, Road 68, Gulshan 2, Dhaka 1212"
Gloria Jean's Coffees ,"Coffee, Quick Bites, Iced Drinks, Breakfast and Brunch",Gulshan,http://harriken.com/restaurants/gloria-jeans-coffees-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/10/2017102902103422802TW3E.jpg,4.4,,"House 2B, Block NE(B), Road 71, Gulshan 2, Dhaka 1212"
Canary Pine Restaurant ,"Indian, Continental",Gulshan,http://harriken.com/restaurants/canary-pine-restaurant-hotel-bengal-canary-park-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/06/2017060110063018885C3S6.jpg,4.4,,"House 08, Road 16/A, Gulshan 1, Dhaka 1212"
Hardee's ,Quick Bites,Gulshan,http://harriken.com/restaurants/hardees-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,88029895317,"Shop 37, 1st Floor, D.C.C Market, Gulshan 1, Dhaka 1212"
Glazed ,"Coffee, Doughnuts",Gulshan,http://harriken.com/restaurants/glazed-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017030205033513618LURO.jpg,4.6,,"Shop G2, Ground Floor, DCC Market, Gulshan 2, Dhaka 1212"
Obhijat Misti Biponi ,Mishti,Gulshan,http://harriken.com/restaurants/obhijat-misti-biponi-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,4.9,88029844487,"House 5, Gulshan 1, Dhaka 1212"
Bonne Terre BBQ & Seafood ,"BBQ, Indian, Continental",Gulshan,http://harriken.com/restaurants/bonne-terre-bbq-seafood-grand-oriental-hotel-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,4.1,,"House 1/B, Road 23, Gulshan 1, Dhaka 1212"
Kiyoshi ,"Japanese, Sushi, Asian Fusion, Bento Boxes",Gulshan,http://harriken.com/restaurants/kiyoshi-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/07/2018070104075722802OT4O.jpg,4.5,,"House 24 (1st Floor), Road 2, Gulshan 1, Dhaka 1212"
Meraki ,"Seafood, Grill, Continental",Gulshan,http://harriken.com/restaurants/meraki-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/02/2018021403022822802L44O.jpg,4.5,,"188 Gulshan Avenue, Gulshan 2, Dhaka 1212"
Alif Restaurant ,Daal Bhaat,Gulshan,http://harriken.com/restaurants/alif-restaurant-niketon-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,8801975120441,"House 82, Road 2, Block A, Niketon, Gulshan 1, Dhaka 1212"
Khushboo Restaurant ,"Bangladeshi, Chinese",Gulshan,http://harriken.com/restaurants/khushboo-restaurant-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,,"House 60, Road 131, Gulshan 1, Dhaka 1212"
The Coffee Bean & Tea Leaf ,"Quick Bites, Iced Drinks, Coffee, Sandwiches, Breakfast and Brunch",Gulshan,http://harriken.com/restaurants/the-coffee-bean-tea-leaf-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017021505025213618W7XI.png,4.4,,"House 11/A, Road 117, Gulshan 2, Dhaka 1212"
Sweets of Bengal ,Mishti,Gulshan,http://harriken.com/restaurants/sweets-of-bengal-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/03/2018033103031722802URKL.jpg,0.0,8801874050400,"60 Gulshan Avenue (Ground Floor), Dhaka 1212"
Cafe Crush ,"Burgers, Coffee",Gulshan,http://harriken.com/restaurants/cafe-crush-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/2017121903120525828GRH6.jpg,0.0,,"House  2, Road 3, Gulshan 1, Dhaka 1212"
Binni Restaurant ,"Daal Bhaat, Bangladeshi, Biryani",Gulshan,http://harriken.com/restaurants/binni-restaurant-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/11/2017112211113922802NBRK.jpg,4.5,,"Concord Sark Building, House 56/A, Road 132, Gulshan 1, Dhaka 1212"
Movenpick ,"Ice Cream, Coffee",Gulshan,http://harriken.com/restaurants/movenpick-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/10/20171031061046228026KBA.jpg,4.3,,"Shariatullah Bhaban (1st Floor), 121/C Gulshan Avenue, Gulshan 2, Dhaka 1212"
Wrapped ,"Coffee, Pastries, Tea, Sandwiches, Wraps",Gulshan,http://harriken.com/restaurants/wrapped-four-points-by-sheraton-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/05/20170510060516188853EGL.jpg,4.9,,"Four Points by Sheraton, Tower Building (Ground Floor), 6/A North Avenue, Gulshan 2, Dhaka 1212"
Cold Stone Creamery ,"Desserts, Ice Cream, Iced Drinks",Gulshan,http://harriken.com/restaurants/cold-stone-creamery-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/2017122705124522802C95G.jpg,4.5,,"Plot 6, Block SW(I), Gulshan Avenue, Gulshan 1, Dhaka 1212"
